gene,logFC,logCPM,PValue,FDR
CIAPIN1,-0.183281105,5.772429262,0.011801403,0.035208455
CAPZA1,0.148896847,6.546724867,0.011817639,0.035254627
AL031315.1,-0.242392633,3.876662301,0.011827903,0.035280711
SMC1A,0.136668598,7.103336605,0.011847308,0.03533632
COLEC12,-0.73189719,-0.190836358,0.011876639,0.0354147
UPF2,-0.174304032,5.535488294,0.011881726,0.035425317
SETDB2,0.257718914,3.20120173,0.01189156,0.035447803
GBX2,-0.656683854,0.463099251,0.011904973,0.035483227
MICOS10,-0.19022873,4.982853073,0.01192117,0.035529222
PSMD3,-0.150452698,7.229829979,0.011942213,0.035587367
ZNF611,-0.264702506,3.162903624,0.011952835,0.035615647
AC026464.3,-0.301211748,3.263391991,0.011964117,0.03564577
MFSD8,0.226418846,3.864700981,0.01196837,0.035653865
SLK,-0.170751518,5.527479527,0.011978358,0.035681329
FILIP1L,-0.792310787,-0.323354761,0.011981119,0.03568726
TLE5,-0.165074622,6.510547589,0.011987535,0.035701788
BMPR2,0.174724599,4.982851308,0.011993448,0.035713191
PRRG2,-0.535713417,0.871497248,0.012004253,0.035742402
ICE1,0.135449693,6.887902193,0.012029874,0.035811028
PLD1,0.385808026,2.04597633,0.012040704,0.035834841
ZNF318,-0.186313726,5.434294344,0.01204304,0.035839495
HMGCS1,0.128932445,8.742695887,0.012055002,0.035872791
AMIGO1,0.439220813,1.388396044,0.012070686,0.035914858
NCAM2,1.000934902,-0.206448708,0.012083252,0.035943708
MBD6,-0.203648778,4.348429673,0.012089188,0.035958379
BCHE,1.007911669,-0.024636218,0.012099518,0.035984493
C16orf91,-0.387651176,2.549332299,0.012102266,0.035990359
PLIN4,-0.496629465,0.998387932,0.012117771,0.036027622
NUTM2G,-0.534957443,0.808870651,0.012118678,0.036027622
AC009779.3,-0.374560397,2.296082625,0.012125038,0.036044218
C5orf46,-1.379389973,-1.725873197,0.012193314,0.036191921
PATE3,-3.407233409,-3.149065285,0.012197342,0.036191921
MYO16,-3.398999257,-3.149025705,0.012197342,0.036191921
ZNF132,-0.394955453,1.923043485,0.012199597,0.036195752
CALHM2,-0.481132094,1.084571915,0.012202345,0.036199823
PRSS16,0.311917371,3.366425179,0.012228571,0.036270667
AL513165.2,-0.168818411,5.496621468,0.012229738,0.036271813
ANKRD53,-1.009916498,-1.02360144,0.012239394,0.03629581
PPIL3,0.225381392,3.980238253,0.012291084,0.036446766
POLN,-0.273717331,2.984738946,0.012315411,0.036516572
EBLN2,0.590723483,1.214112586,0.012317472,0.036520348
TFRC,-0.129603168,7.905220466,0.01233937,0.036582936
CLCN3,0.156630341,5.582181721,0.012367665,0.036664482
SLC15A4,-0.207311917,4.374729533,0.012390881,0.036723923
HIC1,0.20703821,4.173932354,0.012393811,0.036727913
C16orf89,-0.590610769,0.368762352,0.012394689,0.036728169
CRB2,-0.405006725,2.313836917,0.012398284,0.036736476
OS9,0.146160386,6.259388943,0.012399798,0.036738617
LPAR6,0.591096536,1.025679125,0.012405054,0.036751844
DUSP15,0.569948892,0.658358761,0.012445696,0.036865191
ZNF22,-0.173631839,5.048398171,0.012468082,0.036926785
CAPZB,0.137038691,7.372965632,0.012469935,0.036929918
LIG4,-0.332370578,2.845580768,0.012476648,0.036947439
AC079594.2,0.187185944,4.909549187,0.012480732,0.036957175
FDFT1,0.134673299,8.390995686,0.012493156,0.036991603
NCBP3,0.156856626,6.083639692,0.012504513,0.037022868
DPYSL4,0.228759121,3.862574822,0.01250878,0.037033139
LRRC23,-0.499932635,1.32288301,0.012519763,0.037060928
LSMEM1,-0.378396838,2.067969743,0.012523042,0.037065905
AC091551.1,-0.218917716,4.079720619,0.012541318,0.037117631
RAB27A,0.377358754,1.889847063,0.012560377,0.037166926
AMIGO2,-0.428078831,2.430833128,0.012575623,0.037209666
USE1,0.355645076,2.320245489,0.012577029,0.037211454
IFNAR1,-0.253599629,3.906747708,0.012581743,0.037216231
JAM3,0.167551421,5.535411899,0.01259974,0.037216231
CNKSR1,-0.238059724,3.523113384,0.012617785,0.037216231
AK3,0.193954507,4.726696095,0.012624311,0.037216231
CIAO2B,-0.233607802,4.146154247,0.012647512,0.037216231
ACOT2,-0.288434363,2.78116948,0.012650665,0.037216231
IL31RA,5.220009669,-3.520935207,0.012662361,0.037216231
S100G,5.220009669,-3.520935207,0.012662361,0.037216231
TPTE2,5.215724157,-3.520995317,0.012662361,0.037216231
EN2,-5.212495027,-3.520978604,0.012662361,0.037216231
MAGEE2,5.211439868,-3.521055425,0.012662361,0.037216231
UBQLNL,-5.20960238,-3.521019394,0.012662361,0.037216231
CSF3,-5.208156262,-3.521039789,0.012662361,0.037216231
OR2A5,5.207156838,-3.521115531,0.012662361,0.037216231
GHSR,-5.206710283,-3.521060183,0.012662361,0.037216231
SPATA31A6,-5.203818749,-3.52110097,0.012662361,0.037216231
APOL4,-5.203818749,-3.52110097,0.012662361,0.037216231
CPN2,-5.200927788,-3.521141757,0.012662361,0.037216231
RIIAD1,5.194315673,-3.521295833,0.012662361,0.037216231
DMRTC1B,1.371456445,-1.419099999,0.012662854,0.037216231
INTS12,0.251657377,3.520372343,0.012670722,0.037234639
TAOK3,0.300852874,3.031160547,0.012674278,0.037242731
CCDC107,0.282873974,3.192953481,0.012693444,0.037291964
SMC6,0.144282133,6.273710372,0.012702849,0.037317233
FUNDC1,-0.328146324,3.003340559,0.012704844,0.037320731
ASPHD1,-0.389600054,2.34880201,0.012706906,0.037324426
TTC9C,0.226796584,3.917036288,0.012709204,0.037328813
SFSWAP,0.167418382,5.689029118,0.01274607,0.037432355
AC011448.1,-0.193080412,5.930044667,0.012760782,0.037473188
SLC22A31,-0.359545921,2.27296236,0.012767971,0.037491928
WDTC1,0.178051226,4.660681332,0.012784028,0.0375367
SLC39A4,-0.882322578,0.092488705,0.012801026,0.037581855
SERF2,-0.153642756,7.159822008,0.012806201,0.037592292
AC084337.2,0.255160307,3.445792536,0.012811613,0.0376058
ZNF575,0.457213179,1.385296861,0.012828376,0.037647859
UNC50,-0.257055717,3.709279604,0.01284171,0.037684609
RNF6,-0.223671356,3.832793753,0.012843442,0.037687307
STXBP2,0.166028576,5.233178954,0.012845399,0.037690668
STYX,-0.17808857,5.48527149,0.012855074,0.037714285
TROAP,-0.176255066,4.984281619,0.012862116,0.037732561
PTH1R,2.255469864,-2.60858245,0.012883893,0.037794055
FAM118A,0.213047314,3.896537337,0.012884908,0.037794644
THNSL2,0.338320272,2.355869864,0.012890652,0.037809102
PRR20D,-0.659981774,0.105808586,0.012943003,0.037955454
TPT1,0.157359981,9.629625333,0.01294494,0.037958736
MTERF2,-0.337899985,2.552060406,0.012959144,0.037995584
SPINK1,-0.551752223,0.879261787,0.012962445,0.038002863
ANKLE2,-0.151129147,5.900646363,0.012969181,0.038017806
RHBG,0.847109492,-0.458338149,0.012971872,0.038023293
LYL1,1.218829188,-1.323281359,0.013008745,0.038123902
RPS26,-0.281618745,3.469532058,0.013009482,0.038123902
ZNF460,0.49413743,2.342856597,0.013019861,0.038151909
CCDC150,0.189956445,4.338118743,0.013030281,0.038180032
PRAMEF20,-0.511420273,1.388547578,0.013039773,0.038205431
REEP4,-0.235495498,3.938187011,0.013068323,0.038281829
TCEAL4,0.180006926,4.758654519,0.013070774,0.038286591
TERT,-0.2268401,3.994048576,0.013072269,0.038288556
CASKIN1,0.180785615,4.815900055,0.013081433,0.038312977
OSER1,0.187398499,4.702704285,0.013108752,0.038388144
SLFNL1,-0.63649261,0.322543898,0.013120132,0.038419046
IQCJ-SCHIP1,-0.253505976,3.423324567,0.013129268,0.038443371
COQ10B,0.210457952,4.288142009,0.013162292,0.038530344
ITPRID2,0.244256343,3.968069958,0.013190536,0.038606205
FKBP3,0.166978296,6.320930149,0.013190703,0.038606205
ZEB2,-1.176150613,-1.341924874,0.013192977,0.038610427
SYTL5,-0.589525503,0.397288151,0.013211662,0.03866267
POMC,0.516405817,0.85110244,0.013217368,0.038672051
RNF180,0.694333539,0.205365933,0.013222792,0.038685483
PPP3CA,0.163971142,5.368155983,0.01324824,0.038752469
ALKBH4,-0.351071055,3.14730609,0.013249029,0.038752469
MELTF,0.442149584,1.301192697,0.01325337,0.038760282
DTNB,0.189772968,4.553995791,0.013256887,0.038768123
PTPN9,-0.154285479,5.460732266,0.013267836,0.038797699
LIPE,0.41251029,1.918167215,0.013283886,0.038839736
POLR3A,-0.146631093,5.989200297,0.01331052,0.038912705
EFHB,1.497487457,-1.341295275,0.013322357,0.038942403
DDA1,-0.175908869,4.787828318,0.013331275,0.038966017
ZNF747,-0.268490073,2.978340482,0.013336083,0.038977615
ABHD16B,0.582199736,1.236042117,0.013349902,0.039015547
ACCS,0.398253381,1.608616683,0.013361065,0.039043254
RAB3D,0.221210293,4.269068843,0.013367776,0.039060404
AC008770.2,0.375350938,1.794646428,0.013381271,0.039092451
ATAD1,0.15158252,5.719282017,0.013428863,0.039224079
MRPL13,-0.180195191,4.927753201,0.013466952,0.039327908
TAF5L,-0.179787967,4.599650568,0.013476865,0.039354379
SDF2,-0.207358556,4.073420018,0.013546979,0.039554144
AP003419.1,0.310036773,2.986186272,0.01355936,0.039584595
LRRC37A2,0.214781511,4.494120439,0.013559967,0.039584595
PVALEF,-1.758084976,-2.023663991,0.013624886,0.039769103
CCNK,-0.144523781,6.156343619,0.013673755,0.039904217
ARL14EP,-0.215354036,4.336959012,0.013681307,0.039923745
USP17L2,-1.386259618,-1.341815027,0.013689206,0.039944281
CIAO1,-0.15349075,5.658436535,0.013690283,0.039944914
EPOR,0.29530586,3.089291502,0.01373184,0.04005609
CIP2A,-0.158768751,5.427261257,0.013742693,0.04008271
EFCAB5,-0.639878122,0.179283092,0.013744761,0.040083702
ACSL6,0.533192577,0.779939315,0.013762495,0.040132898
NACAD,0.410839663,2.578365237,0.013792136,0.040206701
ABRAXAS2,-0.221711868,3.683561561,0.013837627,0.040331715
CD248,0.356747841,2.013962718,0.013843956,0.040345095
KLF2,0.665147397,0.152820008,0.013850082,0.040360412
CHD7,0.164997216,6.287549451,0.013855071,0.040372415
GNG11,-0.468888202,1.053220774,0.013873113,0.040422449
ARF4,-0.154851868,6.828194639,0.013874996,0.040425398
SIGLEC10,0.388324541,1.731366483,0.013881875,0.040441607
SLC52A1,1.299242663,-0.750858645,0.01388271,0.040441607
MAPK11,-0.790984716,0.39611196,0.013887126,0.040450581
NDUFA11,-0.189665152,5.690102326,0.01389924,0.040483326
MPND,-0.254935921,3.156934275,0.013909564,0.040508309
C19orf85,-0.517438425,0.918497082,0.013924814,0.040547632
CCS,-0.249791526,3.754965358,0.013930537,0.040561752
PHACTR4,-0.177097723,5.621697153,0.013931841,0.040563004
CRISPLD1,-0.172911768,4.886470924,0.013953623,0.040623873
CKLF-CMTM1,0.486766378,1.122728895,0.01397329,0.040676029
SNRK,-0.274860599,3.612710122,0.013979094,0.040690371
NCAN,0.405677922,2.050632116,0.013987459,0.040712166
CXorf40B,-0.238687192,3.742979,0.013989586,0.040715803
ADAMTS18,-1.524378249,-1.82733427,0.014018335,0.040796917
LEF1,-1.805170586,-1.993888602,0.014032637,0.040830854
FAM193B,-0.170215493,5.161762859,0.014039637,0.040846101
SUMO3,-0.157245136,6.012796527,0.014055746,0.04088784
SS18L2,-0.200006632,4.432986078,0.01405664,0.040887877
ABHD15,0.424851576,1.339951705,0.014109564,0.041036679
LRRK2,1.32710703,-0.867471518,0.014166683,0.041192479
RNF39,0.48593878,1.071038446,0.014175718,0.041216168
VILL,0.465283513,1.356601719,0.014180648,0.041224445
C9orf131,-2.855249817,-2.908100182,0.014185672,0.041224445
ANKRD7,-2.848754788,-2.908040442,0.014185672,0.041224445
COX14,-0.350585395,3.166672134,0.014192096,0.041235365
RTL8B,-0.371743473,1.819767363,0.01419361,0.041237182
GRPR,0.185183347,5.395487462,0.014202887,0.041261551
KDM1A,0.135735773,7.787988847,0.014207329,0.041271872
CTSV,-0.148643877,6.705972703,0.014249652,0.041392229
COX16,0.217250965,5.059795097,0.014296402,0.041520231
SYMPK,-0.15435297,6.323257358,0.014302906,0.04153652
LHX9,-2.565521958,-2.701612282,0.014321619,0.041585659
TBC1D23,0.18490662,4.779399428,0.014328971,0.041601801
QRFP,-1.164932545,-1.28638774,0.0143538,0.041668903
ZNF852,-0.322628261,2.424568859,0.014353879,0.041668903
PUM1,-0.136507462,6.95786843,0.014394984,0.041777774
FKBP10,-0.144606883,6.834707804,0.014402666,0.041797455
ENPP2,-0.275058537,2.905367235,0.014413511,0.04182279
AC008481.3,0.670671011,0.609774401,0.014414862,0.04182279
GTF3C5,-0.147025727,5.866596041,0.014415001,0.04182279
TMEM171,-0.825526307,-0.409245029,0.01442052,0.041833571
MAP2K7,0.172202206,5.208634549,0.014508381,0.042075819
KRT15,-1.646143962,-1.96485047,0.014508559,0.042075819
FAM156A,-0.334970065,2.270408785,0.014521047,0.042106771
LRRC61,0.318648644,2.579784263,0.01457353,0.042248398
RBM43,0.494405086,1.059899128,0.014580557,0.042263983
SEMG1,-0.429209513,1.635128035,0.014606717,0.042331383
RNF217,-0.283264189,3.230488348,0.014617967,0.042358696
ITIH3,-1.887719654,-2.399099337,0.014654003,0.042460465
KIAA0825,-0.396516878,1.771305414,0.014662757,0.042480893
CPO,0.90109137,-0.398326201,0.014706556,0.042604758
ZNF568,-0.417959011,2.598132363,0.014712616,0.042619653
GPR162,0.317713729,2.36467233,0.014754695,0.042730879
SHROOM1,0.427979805,1.889539705,0.014762433,0.042750621
GDF1,0.215725717,4.382848621,0.014768708,0.042766123
SLC31A2,-0.591649643,0.580664512,0.014778646,0.042792231
SRGAP1,-0.209199181,3.976289919,0.014814331,0.042888337
RPS15A,0.188986308,8.143588975,0.01481461,0.042888337
EPM2A,-0.362607994,1.930812805,0.014818808,0.042895656
TMEM215,-1.386605118,-1.631045122,0.014843369,0.042963555
BCL10,0.208686227,4.348793418,0.014844884,0.042965258
SNX16,0.202771292,4.057771674,0.014867204,0.043024491
NPIPB8,-0.918386839,-0.092202949,0.014899651,0.043115704
NBPF10,-0.290675562,2.784207652,0.014902165,0.043120288
KLHL11,0.197978742,4.524023404,0.014908824,0.043136865
RPS29,0.286411107,6.788207044,0.014931439,0.043199606
AL355312.6,-0.243334827,3.972911102,0.014959457,0.043275566
PTPRF,0.138518468,8.062640694,0.014959558,0.043275566
DDIT3,-0.27630431,3.775470464,0.014975384,0.043314164
FAHD2B,0.219150869,3.775156672,0.014975701,0.043314164
KCNMB3,0.395848026,2.347072349,0.014982752,0.043331855
WDR59,-0.149303742,5.590411162,0.014996793,0.043369762
MAGED2,0.132533403,6.841655745,0.015006642,0.043394123
COX7A1,-1.204781893,-1.521139037,0.01502759,0.043447998
TACR3,-0.402720536,1.686421574,0.015028528,0.043447998
ELAC1,-0.516620495,1.534975774,0.015049051,0.043501911
C11orf65,0.411203924,1.733508009,0.015051931,0.043507525
UBE2D4,-0.453292936,1.974020909,0.015080037,0.04358605
PDIA3,0.127876711,8.596352007,0.015126694,0.043710013
RAB22A,-0.252480676,3.522778107,0.015142373,0.043752596
OAZ2,0.149417851,7.212299007,0.015160502,0.043802249
PRSS58,-2.572661054,-2.701651647,0.015170258,0.043805891
GJB6,-2.570718718,-2.701692071,0.015170258,0.043805891
USP17L7,-2.570501157,-2.701511213,0.015170258,0.043805891
GPRC5D,2.569953218,-2.701753079,0.015170258,0.043805891
DBF4B,-0.214120196,4.67126774,0.015198437,0.04388453
LPAR1,-0.43515758,1.30408373,0.01523722,0.043991037
SNF8,-0.184328544,5.199189252,0.015247214,0.044017152
ZNF765,-0.193720118,4.378212762,0.015281416,0.044113147
CEP72,0.264647355,3.025554978,0.015303995,0.044175577
AC004687.2,0.159616727,5.20932874,0.015346725,0.04429341
SIDT2,0.210705011,4.125555737,0.015384379,0.044393802
NATD1,-0.214910802,3.890517852,0.015392998,0.04441591
COMMD3,0.581218952,0.566843741,0.01539435,0.044417049
GABBR2,0.463218697,1.763508019,0.015422934,0.044493991
CLBA1,-0.262964724,3.506641908,0.015530519,0.044790441
ATP11C,-0.148782292,5.789303617,0.015550708,0.044843093
TMEM60,0.245235218,3.248150954,0.015569381,0.04489415
DLX3,1.279048635,-1.631161322,0.015587147,0.044937002
KCTD21,-0.474239347,1.322720798,0.015592103,0.044948496
ARHGEF39,0.20779807,4.209022462,0.015600614,0.044967445
PREX2,0.157601815,5.519239368,0.015639491,0.04506504
IL6ST,-0.269692869,4.257149715,0.015643065,0.04506504
GNLY,1.355860961,-1.750397101,0.015676826,0.045153462
FP565260.6,-0.284212385,3.295584901,0.015678269,0.045154817
SRSF1,-0.129594492,8.441956265,0.015684915,0.045165546
CD70,0.671416413,0.105412452,0.015695306,0.045192665
CDX4,-0.695151674,0.419545193,0.015722553,0.045265501
ZNF684,0.369668889,1.766782603,0.015726596,0.045274332
ASL,-0.286902693,4.002930343,0.015728591,0.045277267
SOWAHD,0.659309981,0.562445649,0.015780015,0.045422481
C9orf116,-0.450662407,1.255093107,0.015781947,0.045425224
TMEM98,-0.167654666,4.83642634,0.015783515,0.04542692
WASHC2A,-0.144726878,6.067968764,0.015798536,0.045467333
KLK3,2.255387857,-2.361136305,0.01584642,0.04560231
CIITA,-0.218478138,4.007770682,0.015847676,0.045603097
BFAR,-0.18205858,5.793224344,0.01585102,0.045609893
SCYL1,0.166334408,5.417920723,0.015858908,0.045629761
EEA1,0.171006363,4.812911713,0.015866592,0.045649039
CNOT4,0.197717485,4.397862966,0.015888861,0.045704606
AP000471.1,-0.676980633,0.153399943,0.015902555,0.045738326
NFE2L1,-0.127432778,7.982325557,0.015951011,0.045869165
PKD1L3,0.403860777,1.667578311,0.015967428,0.04591353
RASSF4,-0.32226603,2.297889437,0.015974259,0.045929713
AP000646.1,0.347237864,2.328888337,0.016024755,0.046066952
CMKLR1,0.722509129,-0.25083935,0.01605318,0.046142949
MFRP,1.272410568,-1.286515909,0.016065887,0.046176614
DCST2,1.416153746,-1.25163202,0.016111513,0.046299148
NADSYN1,0.152886867,5.388041798,0.016140387,0.046373506
RGCC,-0.927212596,-0.827237247,0.016164178,0.046438988
EFCAB6,-0.865983411,0.012813243,0.016189713,0.046509468
RERE,-0.156560012,6.767803332,0.01621382,0.046570072
ATG7,0.195287291,4.999520921,0.016224939,0.046599125
CARHSP1,0.196071135,6.062365882,0.016236324,0.046626053
KTN1,0.125847882,7.707212449,0.016267898,0.046713833
ZP3,0.447715554,1.773667047,0.016273239,0.046723387
RIN1,0.297957839,2.720674142,0.016276919,0.046731061
PCOLCE2,0.316655387,2.417984063,0.01629747,0.046784273
TMEM39A,0.166682939,4.792012071,0.016333388,0.046884482
STK16,0.31402893,2.640101244,0.016348028,0.046920702
COMP,1.279069461,-1.41825556,0.01636441,0.046964815
ADH1A,1.535275133,-1.234163674,0.016386442,0.047022229
MCF2L,-0.231180018,3.565137038,0.016410205,0.047087506
DGKA,0.245004127,3.674045349,0.016426958,0.04712975
WDFY2,0.142455016,6.241626295,0.016438033,0.047158609
SCAMP2,-0.170159022,4.991179489,0.016476853,0.047264134
FRAT1,-0.465327453,1.042615639,0.016481493,0.047274521
ANXA2R,-1.263593021,-1.116604542,0.01648911,0.047293446
BCL11B,0.35355308,1.94798004,0.01649817,0.047316507
ACADL,1.185106049,-1.341869177,0.016502831,0.047326949
PAPSS1,0.143684568,6.362657848,0.016525974,0.047381606
LRRIQ3,1.268862562,-1.233007885,0.016538885,0.047415693
MLX,-0.183260386,4.846117207,0.0165776,0.04752375
PXDC1,-0.541327053,0.953715029,0.01662961,0.047666961
TBC1D8,0.184435326,4.48452321,0.016648452,0.047715074
COQ9,-0.224418646,3.885431925,0.01665197,0.04772221
PUM3,-0.143588115,6.016103434,0.01667885,0.047793339
EXTL1,0.996560816,-0.788814593,0.016688995,0.047819459
TANC1,0.247106018,3.544298074,0.016694036,0.047825627
ZNF585B,-0.296455642,2.55218463,0.016725548,0.047912361
E2F2,0.424199252,1.627808308,0.016739002,0.047942206
TAF11L6,-0.751096764,-0.225133764,0.016746744,0.047961236
EIF2AK1,-0.132606878,6.569423455,0.016755495,0.047983336
NAA15,0.134644725,7.030098193,0.016771633,0.048023624
CYFIP1,-0.131219865,6.790521268,0.016793243,0.048082534
PEX19,0.148042867,5.9008095,0.016806367,0.048114174
GPRASP2,-0.22766252,3.55411335,0.016817023,0.048141711
TMCC2,0.310906145,3.138793379,0.016842686,0.048206255
KLHDC8B,-0.30392678,2.899103381,0.016851088,0.048227326
ITLN2,0.504585397,0.834922385,0.016857826,0.048243636
ATP11B,0.161081961,5.190672287,0.016867624,0.048268699
DND1,-0.261376364,2.993325835,0.01688529,0.048313295
ZNF135,0.185665953,4.803682151,0.016897852,0.048343274
NKG7,1.803805466,-2.286585271,0.01693509,0.04844085
NUDCD3,0.148068013,5.872267397,0.016937602,0.048445049
TSEN34,-0.200231079,3.990383562,0.016968525,0.048530265
ACKR3,-0.965426976,-0.921936584,0.016975806,0.048543743
AATF,-0.172550256,5.45148072,0.016980593,0.04855305
DHX38,-0.147584662,5.901467432,0.01698484,0.048562199
ORC1,0.148314929,5.853443209,0.016988353,0.048569252
AL365205.1,0.22157955,5.816313242,0.016991245,0.048574529
CTTNBP2NL,0.17197809,5.008583596,0.017000584,0.048596184
POLR2B,0.131464476,7.215021936,0.017000915,0.048596184
